statements,status
I feel so bad right now. My anxiety is through the roof. I'm just so overwhelmed and stressed and I don't know what to do. I just want to be able to relax and enjoy life but it's so hard when I'm constantly worried about everything.,Negative
I am struggling with my emotions today. I feel like I am just not myself and it's hard to concentrate on anything. I just want to be normal again.,Negative
"I feel like I'm falling apart. I can't seem to get anything done, and I'm constantly worrying about things that don't matter. I'm so tired all the time, and I have no energy to do anything. I don't know what's wrong with me, but",Negative
It's been a long day. I've had to deal with so much today and it's only 5 o'clock. I feel like I'm just spinning my wheels and not getting anywhere. I'm so tired of feeling this way. I just want to feel normal for once.,Negative
"I am feeling a little down today. I am not sure why, but I think it may be because I am feeling a little bit overwhelmed with everything that I have going on in my life right now. I am trying to balance work, school, and my social life, and it is just a little bit too much",Negative
Women are constantly having to do the mental math of how close to the edge they are. I think all of the stress &amp; exhaustion is making me less capable of handling the daily stresses of motherhood. I have always been one who took pride in being able to handle whatever life threw at me.,Negative
"i realised i might be going through perimenopause. i'm not sure. my periods are 10 days late, i'm stressed, and i feel like menopause is coming. it's scary. i'm 33. i just don't know what to do.",Negative
I feel very tired today. It seems like I am struggling with my mental health and I am not sure what to do about it. I feel like I am not myself lately and I don't know why. I just want to feel better and be able to enjoy life again.,Negative
Today is a very rough day for me. I have been struggling with my mental health for a while now and it is really starting to take a toll on me. I am not sure what to do anymore. I just feel like I am not good enough and I am always going to be a burden on others.,Negative
"I've been feeling really down lately. I've been struggling with depression, and it's really taken a toll on me. I've been sleeping a lot, and I just don't have the energy to do anything. I've been isolating myself, and I'm really worried about",Negative
"I am so tired today. My body just wants to sleep all the time. I know I need to get up and move around, but I can't seem to find the energy. I am worried that this is a sign of something more serious.",Negative
I wish I could share this with someone.,Positive
I think about how much I am not in control of my life. I am so tired of thinking about these thoughts. I am so tired of losing control and feeling like I am shaking and crying all the time. I am so tired of the anxiety and the fear. I am so tired of the constant stress and the,Negative
I'm really struggling with my mental health right now. I'm so overwhelmed with everything that's going on in my life and I just feel like I can't catch a break. I'm constantly stressed and anxious and it's taking a toll on my physical health as well. I'm,Negative
i have been having a very hard time recently. my mind has been in a constant state of worry and anxiety and i have been feeling extremely overwhelmed. my thoughts are always racing and i can't seem to find any peace. i feel like i am constantly on edge and i am finding it harder and harder to keep,Negative
I'm so scared I'm going to have another heart attack. I feel like I'm in a bad dream. I hope I'm not going to die. I might get sick and die. I'm so scared. I feel like I'm going to die.,Negative
I've been going through a lot lately and I've been feeling very low. I'm trying to take care of myself but I can't seem to find the motivation. I'm feeling hopeless and like I'm not good enough. I just want to feel better and be happy again.,Negative
"Today felt like a long day, but at least I got out of the house. I �m not sure what�s going on with me lately, but I just can’t seem to shake this feeling of being overwhelmed. I know I need to find a way to relax and take some time for myself,",Negative
"My ex-husband and I separated a long time ago. He is not the man he once was. He is not the man I once knew. He is not the man I once loved. The man I once knew is gone, and the man I once loved is a distant memory. I am not sure who",Positive
I've been feeling really down lately. It seems like nothing can make me happy these days. I'm tired of feeling this way.,Negative
