statements,status
I don't know why I'm so upset all the time.,sad
I wonder where the days go...,happy
I've been thinking about you lately.,happy
I am so proud of myself for quitting smoking. It's not easy but I know it's worth it. I have more energy and I feel so much better already. I can't wait to see how much better I feel in the next few weeks.,happy
"I just don't know what to do anymore, I'm so tired of feeling like this.",sad
My heart is so heavy. I can't stop thinking about you. I miss you so much.,sad
I'm so tired. I just want to sleep.,happy
"He was wearing a suit and tie, and he looked so handsome today.",happy
"I'm so excited to be starting my new job tomorrow! It's been a long time coming, and I can't wait to get started. I'm sure it will be a great experience, and I'm looking forward to meeting all my new coworkers.",happy
I have a feeling that I should not be here.,sad
I am so excited to see my best friend tomorrow! It has been too long since we have seen each other. I can't wait to catch up and have some fun together.,happy
I am so grateful for having a job that I love and that I am able to provide for my family.,happy
I'm so glad I finally have a car. I've been needing one for so long. My mom's car was out of commission for so long and I didn't want to drive it because I was afraid it would break down.,happy
Today was a good day. I woke up feeling refreshed and ready to tackle the day. I had a productive meeting with a client and was able to close a deal.,happy
"I started to feel a little better a few days ago, but today I feel awful.",sad
I feel like I'm always trying to prove myself to the world.,sad
This morning I woke up feeling so sad and lonely. I don't know why I keep having these feelings. I'm not sure what to do. I just wish I could feel better.,sad
I am exhausted. I have been working non-stop for the past few weeks and I just need a break. I am not sure how much longer I can keep this up.,sad
I have a plan and I think it will work.,happy
"I think about the way the sun sets when I'm trapped in traffic, and I always wonder what it would be like to live in a place with no traffic.",sad
I'm so tired of everything.,sad
I have to go to the store.,sad
I can't believe it's almost July.,sad
"Dear Diary, I had a great day today. I went to the park and played with my friends. We had so much fun!",happy
"I don't want to think about the future, I want to live in the moment.",sad
I feel like I'm suffocating.,sad
I'm trying to figure out if I should go to my friend's party tonight.,happy
I'm so grateful for the people in my life who have supported me.,happy
I'm so thankful to have such a wonderful husband.  He always knows when I'm feeling down and does everything he can to cheer me up.,happy
I can't believe how much I miss him.,happy
I want to be with you.,happy
"I am grateful for my children, my husband, and my life.",happy
Today I woke up feeling happy and refreshed. I had a good night's sleep and I feel ready to take on the day.,happy
I went to bed but could not sleep. My heart was pounding and I was sweating. I think I have a fever.,happy
I can't believe I almost bought a new car. I was so close to getting it!,sad
I wish I could just be free from all of this.,sad
I am so overwhelmed with all of the things that I have to do.,sad
Iâ€™m so excited! I canâ€™t wait to see him!,happy
I went to see a counselor today. I told him all about the issues I've been having with my husband. He was very understanding and told me that I need to take some time for myself. He also said that I should talk to my husband about my feelings.,happy
"I love him so much, but I don't want him to know.",happy
I am getting so sick of being alone. I miss my friends and family.,sad
I am so glad I just got rid of all those old clothes.,sad
I donâ€™t think weâ€™ll be seeing each other again.,sad
I'm so tired of work.,sad
Maybe I'll live past 70 and die of a heart attack on the golf course.,sad
I'm so tired.,sad
"Today was a good day for me. I got to spend time with my friends and family, and I got to do some things that I really love.",happy
I finally got to see the show the other night.,happy
I love my life.,happy
I am so tired of getting stuck doing everything around here.,sad
It's only been a week since we've been together and I'm already dreading the next time I'm going to see you,sad
I can't bear the thought of being away from you.,sad
"I'm going to be honest, I'm a little disappointed in myself for not getting out more and meeting new people. I know that I have a lot to offer, but I'm not sure how to go about it.",sad
My mother is getting old. I think I'm getting old too.,sad
I can't believe it's already the middle of the month.,happy
Today was a good day. I was able to spend some quality time with my friends and family.,happy
"I've had a difficult week at work, and I'm feeling overwhelmed and stressed. I'm not sure how much longer I can keep up this pace.",sad
I always had a dream that I would be a writer.,happy
"Today I had to take my son to the doctor for a checkup. He has been coughing for the past few days, so I decided to take him in just to be safe. Thankfully, the doctor said that everything looked good, and my son was just going through a growth spurt. I am",happy
